Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,C,Si,Zr,B,Y,Sn,Li,Mg,Zn,Sc,Hf,Ta,W,Be,Pd,Pt,Rh,Ir,Au,Ag,HV
0,0.217391,0,0.217391,0.217391,0,0,0,0.217391,0,0.1304347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
0,0.208333,0,0.208333,0.208333,0,0,0,0.208333,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
0,0.2,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
0,0.192307,0,0.192307,0.230769,0,0,0,0.192307,0,0.192307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
0,0.185185,0,0.185185,0.259259,0,0,0,0.185185,0,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0.178571,0,0.178571,0.285714,0,0,0,0.178571,0,0.178571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
0,0.172413,0,0.172413,0.310344,0,0,0,0.172413,0,0.172413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0.166666,0,0.166666,0.333333,0,0,0,0.166666,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
0,0.142857,0,0.142857,0.142857,0,0,0.142857,0.142857,0,0.142857,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790
0,0,0,0.166666,0.166666,0.166666,0,0.166666,0.166666,0,0,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.111,0.111125,0.111125,0.111125,0.111125,0.111125,0.111125,0.111125,0.111125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.4,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.166666,0,0,0.166666,0.166666,0,0,0.166666,0.166666,0,0,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,147
0,0,0,0,0.266666,0.266666,0.266666,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,109
0.1,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
0.05,0,0,0,0.316666,0.316666,0.316666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0.316666,0.316666,0.316666,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
0,0,0,0,0,0,0,0.058823,0,0.235294,0.235294,0,0,0,0,0,0,0,0,0,0,0,0.235294,0.235294,0,0,0,0,0,0,0,478.3
0,0,0,0,0,0,0,0.111111,0,0.222222,0.222222,0,0,0,0,0,0,0,0,0,0,0,0.222222,0.222222,0,0,0,0,0,0,0,481.2
0,0,0,0,0,0,0,0.157894,0,0.210526,0.210526,0,0,0,0,0,0,0,0,0,0,0,0.210526,0.210526,0,0,0,0,0,0,0,495.6
0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,507.5
0.222222,0,0.222222,0.222222,0.222222,0,0,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.7
0.210526,0,0.210526,0.210526,0.210526,0,0,0.052631,0,0,0.105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712
0.2040816,0,0.2040816,0.2040816,0.2040816,0,0,0.0816326,0,0,0.1020408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.9
0.2,0,0.2,0.2,0.2,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.7
0.1960784,0,0.1960784,0.1960784,0.1960784,0,0,0.117647,0,0,0.0980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.1
0.1904761,0,0.1904761,0.1904761,0.1904761,0,0,0.1428571,0,0,0.9523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.2
0.0625,0.25,0,0.25,0.25,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
